DOC_MAPK_MEF2A_6 ELM instance	bb0000
DOC_MAPK_MEF2A_6 ELM instance	bb0000
DOC_MAPK_MEF2A_6 ELM instance	bb0000
DOC_MAPK_MEF2A_6 ELM instance	bb0000
DOC_MAPK_MEF2A_6 ELM instance	bb0000
DOC_MAPK_MEF2A_6 ELM instance	bb0000
CLV_NRD_NRD_1 ELM instance	bb0000
CLV_NRD_NRD_1 ELM instance	bb0000
CLV_NRD_NRD_1 ELM instance	bb0000
CLV_NRD_NRD_1 ELM instance	bb0000
CLV_NRD_NRD_1 ELM instance	bb0000
CLV_NRD_NRD_1 ELM instance	bb0000
CLV_NRD_NRD_1 ELM instance	bb0000
CLV_NRD_NRD_1 ELM instance	bb0000
CLV_PCSK_KEX2_1 ELM instance	bb0000
CLV_PCSK_KEX2_1 ELM instance	bb0000
CLV_PCSK_KEX2_1 ELM instance	bb0000
CLV_PCSK_KEX2_1 ELM instance	bb0000
CLV_PCSK_KEX2_1 ELM instance	bb0000
CLV_PCSK_KEX2_1 ELM instance	bb0000
CLV_PCSK_KEX2_1 ELM instance	bb0000
CLV_PCSK_KEX2_1 ELM instance	bb0000
CLV_PCSK_PC1ET2_1 ELM instance	bb0000
CLV_PCSK_PC1ET2_1 ELM instance	bb0000
CLV_PCSK_PC1ET2_1 ELM instance	bb0000
CLV_PCSK_PC1ET2_1 ELM instance	bb0000
CLV_PCSK_PC1ET2_1 ELM instance	bb0000
CLV_PCSK_SKI1_1 ELM instance	bb0000
CLV_PCSK_SKI1_1 ELM instance	bb0000
CLV_PCSK_SKI1_1 ELM instance	bb0000
CLV_PCSK_SKI1_1 ELM instance	bb0000
CLV_PCSK_SKI1_1 ELM instance	bb0000
CLV_PCSK_SKI1_1 ELM instance	bb0000
CLV_PCSK_SKI1_1 ELM instance	bb0000
DEG_APCC_DBOX_1 ELM instance	bb0000
LIG_BRCT_BRCA1_1 ELM instance	bb0000
LIG_Clathr_ClatBox_1 ELM instance	bb0000
LIG_SUMO_SIM_par_1 ELM instance	bb0000
LIG_SUMO_SIM_par_1 ELM instance	bb0000
LIG_SUMO_SIM_par_1 ELM instance	bb0000
LIG_SUMO_SIM_par_1 ELM instance	bb0000
LIG_SUMO_SIM_par_1 ELM instance	bb0000
LIG_SUMO_SIM_par_1 ELM instance	bb0000
LIG_FHA_1 ELM instance	bb0000
LIG_FHA_1 ELM instance	bb0000
LIG_FHA_1 ELM instance	bb0000
LIG_FHA_1 ELM instance	bb0000
LIG_FHA_1 ELM instance	bb0000
LIG_FHA_1 ELM instance	bb0000
LIG_FHA_1 ELM instance	bb0000
LIG_FHA_1 ELM instance	bb0000
LIG_FHA_1 ELM instance	bb0000
LIG_FHA_1 ELM instance	bb0000
LIG_FHA_1 ELM instance	bb0000
LIG_FHA_1 ELM instance	bb0000
LIG_FHA_1 ELM instance	bb0000
LIG_FHA_1 ELM instance	bb0000
LIG_FHA_1 ELM instance	bb0000
LIG_FHA_1 ELM instance	bb0000
LIG_FHA_1 ELM instance	bb0000
LIG_FHA_1 ELM instance	bb0000
LIG_FHA_1 ELM instance	bb0000
LIG_FHA_2 ELM instance	bb0000
LIG_FHA_2 ELM instance	bb0000
LIG_FHA_2 ELM instance	bb0000
LIG_FHA_2 ELM instance	bb0000
LIG_FHA_2 ELM instance	bb0000
LIG_FHA_2 ELM instance	bb0000
LIG_FHA_2 ELM instance	bb0000
LIG_FHA_2 ELM instance	bb0000
LIG_FHA_2 ELM instance	bb0000
LIG_FHA_2 ELM instance	bb0000
LIG_FHA_2 ELM instance	bb0000
LIG_HCF-1_HBM_1 ELM instance	bb0000
DOC_MAPK_gen_1 ELM instance	bb0000
DOC_MAPK_gen_1 ELM instance	bb0000
DOC_MAPK_gen_1 ELM instance	bb0000
DOC_MAPK_gen_1 ELM instance	bb0000
DOC_MAPK_gen_1 ELM instance	bb0000
DOC_MAPK_gen_1 ELM instance	bb0000
LIG_PTB_Apo_2 ELM instance	bb0000
LIG_PTB_Apo_2 ELM instance	bb0000
LIG_PTB_Apo_2 ELM instance	bb0000
LIG_PTB_Apo_2 ELM instance	bb0000
DEG_SCF_FBW7_1 ELM instance	bb0000
LIG_SH2_PTP2 ELM instance	bb0000
LIG_SH2_PTP2 ELM instance	bb0000
LIG_SH2_PTP2 ELM instance	bb0000
LIG_SH2_STAT3 ELM instance	bb0000
LIG_SH2_STAT3 ELM instance	bb0000
LIG_SH2_STAT3 ELM instance	bb0000
LIG_SH2_STAT3 ELM instance	bb0000
LIG_SH2_STAT3 ELM instance	bb0000
LIG_SH2_STAT5 ELM instance	bb0000
LIG_SH2_STAT5 ELM instance	bb0000
LIG_SH2_STAT5 ELM instance	bb0000
LIG_SH2_STAT5 ELM instance	bb0000
LIG_SH2_STAT5 ELM instance	bb0000
LIG_SH2_STAT5 ELM instance	bb0000
LIG_SH2_STAT5 ELM instance	bb0000
LIG_SH2_STAT5 ELM instance	bb0000
LIG_SH2_STAT5 ELM instance	bb0000
LIG_SH2_STAT5 ELM instance	bb0000
LIG_SH2_STAT5 ELM instance	bb0000
LIG_SH2_STAT5 ELM instance	bb0000
LIG_SH2_STAT5 ELM instance	bb0000
LIG_SH2_STAT5 ELM instance	bb0000
LIG_SH2_STAT5 ELM instance	bb0000
LIG_SH2_STAT5 ELM instance	bb0000
LIG_SH2_STAT5 ELM instance	bb0000
LIG_SH2_STAT5 ELM instance	bb0000
LIG_SH2_STAT5 ELM instance	bb0000
LIG_SH2_STAT5 ELM instance	bb0000
LIG_SH2_STAT5 ELM instance	bb0000
LIG_SUMO_SIM_anti_2 ELM instance	bb0000
LIG_SUMO_SIM_anti_2 ELM instance	bb0000
